BHK,Rent,Size,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom
1,15000,497,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1
3,13000,100,"Viswas Park, Matiala",Delhi,Semi-Furnished,Bachelors/Family,2
2,10000,70,Shakarpur,Delhi,Semi-Furnished,Bachelors/Family,2
2,10000,55,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,2
1,6500,300,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1
1,7000,400,Mandawali,Delhi,Unfurnished,Bachelors,1
2,7000,500,Badarpur,Delhi,Semi-Furnished,Bachelors/Family,2
4,17401,650,Patel Nagar West,Delhi,Furnished,Bachelors/Family,2
1,5500,630,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1
1,20000,450,DS 19,Delhi,Unfurnished,Family,1
2,7000,500,Mahipalpur,Delhi,Semi-Furnished,Bachelors/Family,1
2,13000,95,Shahdara,Delhi,Semi-Furnished,Bachelors/Family,1
4,60000,272,Model Town,Delhi,Furnished,Bachelors,3
2,17000,800,Rohini Sector 24,Delhi,Unfurnished,Bachelors/Family,2
2,16000,50,"Nirankari Colony, Mukherjee Nagar",Delhi,Unfurnished,Bachelors/Family,2
1,9500,400,"Maidan Garhi, Chhattarpur",Delhi,Furnished,Bachelors/Family,1
1,5000,450,Vikash Nagar,Delhi,Unfurnished,Bachelors/Family,1
3,27000,1800,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3
3,29000,1800,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3
3,29000,2000,Vivek Vihar Phase 1,Delhi,Semi-Furnished,Bachelors/Family,3
4,37000,2700,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,4
4,36000,2700,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3
3,35000,1800,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors,3
4,42000,2700,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4
3,37000,1800,Preet Vihar,Delhi,Semi-Furnished,Bachelors/Family,3
3,30000,1800,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3
3,20000,1200,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,2
1,8500,600,Chattarpur Extension,Delhi,Semi-Furnished,Bachelors,1
1,11000,350,Sheikh Sarai,Delhi,Furnished,Bachelors/Family,1
2,14000,100,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,2
3,55000,1800,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,3
2,25000,900,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2
3,20500,1150,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2
4,28000,1400,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2
1,5000,500,Mahavir Enclave Part 1,Delhi,Semi-Furnished,Bachelors/Family,1
4,35000,300,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3
3,30000,1800,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3
1,10000,500,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1
1,11000,500,Rohini Sector 17,Delhi,Unfurnished,Bachelors/Family,1
2,17000,80,Mayur Vihar Phase 1 Extension,Delhi,Semi-Furnished,Bachelors/Family,2
2,35000,1000,Kalkaji,Delhi,Semi-Furnished,Bachelors,2
3,30000,1600,"Highland Tower, Dwarka Sector 12",Delhi,Unfurnished,Bachelors/Family,2
4,30000,1800,Dwarka Sector 22,Delhi,Semi-Furnished,Bachelors/Family,4
2,13000,400,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2
2,13000,900,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2
1,11000,480,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1
1,13000,180,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,1
2,33000,1000,"Munirka Vihar, Munirka",Delhi,Unfurnished,Bachelors,2
3,25000,1120,gg1 vikas puri,Delhi,Unfurnished,Bachelors/Family,2
3,70000,1800,Saket,Delhi,Semi-Furnished,Bachelors,3
3,30000,1200,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2
1,9000,550,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors/Family,1
2,14500,1400,Dilshad Garden,Delhi,Unfurnished,Bachelors,1
3,50000,1600,Vasant Kunj Sector C,Delhi,Semi-Furnished,Bachelors,2
1,20000,650,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1
4,15000,120,Rohini Sector 38,Delhi,Furnished,Bachelors/Family,4
2,7500,450,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors/Family,1
1,13500,520,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1
1,14000,850,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,1
2,18000,850,Saket,Delhi,Semi-Furnished,Bachelors,2
2,14000,585,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
3,65000,1600,East Of Kailash,Delhi,Furnished,Bachelors/Family,2
2,22000,950,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2
1,4000,120,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1
2,10000,500,Vinod Nagar East,Delhi,Semi-Furnished,Bachelors/Family,1
1,7500,200,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1
1,17000,550,Ramesh Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
1,18000,650,Gautam Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
4,70000,2800,Delhi estate Apartment,Delhi,Unfurnished,Bachelors,4
1,10000,50,Mahipalpur,Delhi,Furnished,Bachelors/Family,1
2,15000,550,Dori Walan,Delhi,Unfurnished,Bachelors/Family,1
2,16500,90,DS 19,Delhi,Semi-Furnished,Bachelors/Family,2
3,100000,2925,Defence Colony,Delhi,Semi-Furnished,Bachelors/Family,3
1,7500,150,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1
2,6000,450,north chajjupur shahdara,Delhi,Unfurnished,Bachelors/Family,1
2,18000,750,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors,2
2,18000,975,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,1
3,8000,106,Burari,Delhi,Semi-Furnished,Bachelors/Family,1
2,14000,750,Mehrauli,Delhi,Furnished,Bachelors/Family,2
2,11000,80,"Khanpur, Madangir",Delhi,Semi-Furnished,Bachelors/Family,2
3,25000,96,Rohini Sector 11,Delhi,Unfurnished,Bachelors/Family,2
1,9000,500,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1
3,47000,1550,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2
2,20000,1000,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,2
1,6000,400,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1
1,5000,450,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1
2,20000,1000,"DDA Devdoot Apartment, Vikaspuri",Delhi,Semi-Furnished,Family,1
1,10000,450,"Khirki extension, Malviya Nagar",Delhi,Unfurnished,Bachelors/Family,1
3,15000,100,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2
2,13500,550,"Laxmi Nagar District Centre, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2
1,5500,400,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,1
1,14000,60,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Furnished,Bachelors/Family,1
4,18000,900,Subhash Nagar,Delhi,Unfurnished,Bachelors/Family,2
1,20000,700,Rohini Sector 5,Delhi,Semi-Furnished,Bachelors/Family,1
2,9300,500,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,1
3,80000,2000,Safdarjung Enclave,Delhi,Furnished,Bachelors,3
2,7500,400,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1
3,30000,1500,Sarita Vihar Pocket C,Delhi,Unfurnished,Bachelors,2
2,13000,70,"IGNOU Road, Saket",Delhi,Unfurnished,Bachelors/Family,1
2,8500,60,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors/Family,2
3,44300,200,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,3
2,45000,1650,Safdarjung Enclave,Delhi,Furnished,Bachelors,2
2,30000,1150,Sarita Vihar Pocket K,Delhi,Unfurnished,Bachelors,2
2,40000,1800,Saket,Delhi,Furnished,Bachelors,2
2,12000,900,Ashok Vihar Phase 2,Delhi,Unfurnished,Bachelors/Family,1
2,13500,700,Shakarpur,Delhi,Unfurnished,Bachelors/Family,1
2,30000,900,Sheikh Sarai Phase 1,Delhi,Unfurnished,Bachelors/Family,2
1,9500,400,New Delhi,Delhi,Semi-Furnished,Bachelors/Family,1
3,30000,2000,Rohini Sector 15,Delhi,Unfurnished,Bachelors/Family,3
2,9000,450,"Shakarpur Khas, Shakarpur",Delhi,Unfurnished,Bachelors/Family,1
2,13000,400,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1
2,7000,500,Vinod Nagar West,Delhi,Semi-Furnished,Bachelors/Family,1
1,18000,450,Munirka,Delhi,Furnished,Bachelors/Family,1
1,3500,350,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1
4,65000,272,Model Town,Delhi,Unfurnished,Bachelors/Family,4
1,19000,545,Dwarka,Delhi,Furnished,Bachelors/Family,1
2,23000,84,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2
1,12000,600,Kalkaji,Delhi,Furnished,Bachelors/Family,1
2,15000,75,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2
3,38000,165,"Dayanand Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2
3,50000,1100,Shalimar bagh,Delhi,Unfurnished,Bachelors,3
1,6500,500,Falt,Delhi,Unfurnished,Bachelors/Family,1
3,35000,150,Janakpuri,Delhi,Semi-Furnished,Bachelors,3
2,15000,70,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2
3,30000,250,Mausam Vihar,Delhi,Semi-Furnished,Bachelors/Family,2
2,10000,70,"Khanpur, Madangir",Delhi,Unfurnished,Bachelors/Family,2
1,18000,300,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,1
3,30000,1800,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,3
1,16000,400,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1
3,22000,1250,Cghs apts.,Delhi,Semi-Furnished,Bachelors/Family,2
2,9000,480,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors/Family,1
2,20200,84,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2
2,19500,84,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,2
2,21000,600,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2
2,20000,600,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2
2,13000,720,Govindpuri Main,Delhi,Semi-Furnished,Bachelors/Family,2
2,6500,75,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1
3,25000,1000,"Everest Apartment, Kalkaji",Delhi,Unfurnished,Bachelors/Family,2
2,20000,900,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,2
2,33000,2200,Janakpuri,Delhi,Semi-Furnished,Family,2
3,18000,900,Mayur Vihar 3,Delhi,Semi-Furnished,Bachelors/Family,1
1,13000,550,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1
2,10000,450,Palam,Delhi,Furnished,Bachelors/Family,1
2,10000,470,Pul Prahlad Pur,Delhi,Furnished,Bachelors/Family,2
3,23000,125,"Khirki extension, Malviya Nagar",Delhi,Semi-Furnished,Bachelors/Family,2
1,20000,400,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1
3,25000,1500,"DJA Apartments, Dwarka Sector 13",Delhi,Semi-Furnished,Bachelors/Family,3
2,21000,80,Dwarka Sector 17,Delhi,Semi-Furnished,Bachelors/Family,1
3,30000,1100,Dwarka Sector 9,Delhi,Semi-Furnished,Bachelors/Family,2
2,22000,1000,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2
2,14000,800,Mehrauli,Delhi,Unfurnished,Bachelors/Family,2
2,7000,50,Dwarka Sector 14,Delhi,Furnished,Bachelors/Family,1
2,18500,1000,"Kishangarh, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,2
1,8500,550,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1
1,8000,450,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1
2,10000,670,Ram Nagar,Delhi,Furnished,Bachelors/Family,2
2,15000,700,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,1
3,37000,125,"Vikram Vihar, Lajpat Nagar",Delhi,Semi-Furnished,Bachelors,2
3,90000,1872,Greater Kailash 1,Delhi,Semi-Furnished,Bachelors/Family,3
2,12000,650,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,1
2,13000,550,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2
2,22000,84,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2
1,4000,90,Gopalpur,Delhi,Unfurnished,Bachelors/Family,2
2,12000,1000,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2
1,9000,65,Lado Sarai,Delhi,Unfurnished,Bachelors/Family,1
2,14000,75,Pandav Nagar,Delhi,Unfurnished,Bachelors/Family,1
1,15000,250,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors,1
2,12500,900,Surya Apartment pocket a11,Delhi,Unfurnished,Bachelors,2
3,30000,900,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,3
2,9500,650,Mayur Vihar,Delhi,Unfurnished,Bachelors/Family,2
2,15000,900,Bhagwati Garden,Delhi,Semi-Furnished,Bachelors/Family,2
1,12000,800,Rohini Sector 3,Delhi,Semi-Furnished,Bachelors/Family,1
1,8000,410,Dwarka Sector 23B,Delhi,Unfurnished,Bachelors,1
3,70000,1500,Rajouri Garden,Delhi,Furnished,Bachelors/Family,3
3,31500,1800,Pitampura,Delhi,Semi-Furnished,Bachelors,2
2,30000,1400,"Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors,2
3,60000,1600,Greater Kailash,Delhi,Semi-Furnished,Bachelors/Family,3
3,35000,1200,Rajouri Garden,Delhi,Semi-Furnished,Bachelors,2
3,55000,1150,"Vikram Vihar, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,3
2,20000,110,Karawal Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
1,6500,300,"Tagore Garden, Rajouri Garden, Najafgarh Road",Delhi,Furnished,Bachelors/Family,1
2,17000,750,"Panchsheel Vihar, Sheikh Sarai",Delhi,Semi-Furnished,Bachelors/Family,2
1,9300,450,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,1
2,7500,410,Ghitorni,Delhi,Unfurnished,Bachelors/Family,1
2,20000,800,Janakpuri,Delhi,Furnished,Bachelors/Family,1
3,18000,120,Bhalswa,Delhi,Furnished,Bachelors/Family,3
1,15000,650,Saket,Delhi,Furnished,Bachelors,1
2,13000,400,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1
2,20000,810,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2
3,12000,700,"Indraprastha Extension, Patparganj",Delhi,Furnished,Bachelors/Family,2
2,40000,1125,Krishna Park,Delhi,Furnished,Bachelors/Family,2
2,8000,600,Rohini Sector 7,Delhi,Unfurnished,Bachelors/Family,2
3,95000,1300,South Extension 1,Delhi,Furnished,Bachelors,3
3,68000,1450,Lajpat Nagar 3,Delhi,Semi-Furnished,Bachelors/Family,3
3,18000,110,Tri Nagar,Delhi,Unfurnished,Bachelors/Family,2
3,75000,2500,Sarvodaya Enclave,Delhi,Semi-Furnished,Bachelors,4
1,10000,240,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,1
3,24000,1250,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2
3,28000,1000,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2
3,28000,900,"Panchsheel Vihar, Sheikh Sarai",Delhi,Unfurnished,Bachelors,2
2,18000,900,Jhilmil Colony,Delhi,Semi-Furnished,Bachelors/Family,2
3,27000,1250,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,3
2,17000,650,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,2
2,25000,900,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1
3,16500,1250,Chattarpur Extension,Delhi,Unfurnished,Bachelors,2
2,14000,60,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors,2
2,18000,90,Mahaveer Nagar,Delhi,Unfurnished,Bachelors/Family,2
2,10000,55,Peera Garhi,Delhi,Unfurnished,Bachelors/Family,1
2,10000,50,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,1
4,100000,400,Sarvodaya Enclave,Delhi,Unfurnished,Bachelors/Family,4
2,25000,680,Pitampura,Delhi,Furnished,Bachelors,1
2,22999,756,Paschim Vihar Block A3,Delhi,Semi-Furnished,Bachelors,2
2,6000,500,Jaitpur,Delhi,Unfurnished,Bachelors/Family,1
2,40000,900,Vasant Kunj,Delhi,Furnished,Bachelors/Family,2
1,13000,40,Shalimar bagh,Delhi,Furnished,Bachelors/Family,1
1,14000,100,Chittaranjan Park,Delhi,Furnished,Bachelors/Family,1
2,20000,950,"Geeta Colony PRWS Block 3 And 7, Rajgarh Colony",Delhi,Semi-Furnished,Bachelors/Family,2
1,5500,200,Sultanpur,Delhi,Furnished,Bachelors,1
2,32000,900,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,2
2,8000,750,Mehrauli,Delhi,Semi-Furnished,Bachelors/Family,1
3,25000,1400,Palam Extension,Delhi,Unfurnished,Family,3
2,28000,100,Shalimar bagh,Delhi,Semi-Furnished,Bachelors/Family,2
2,22000,100,Kalkaji,Delhi,Semi-Furnished,Bachelors/Family,2
1,21000,100,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,1
2,30000,1000,"DDA Flats Sector E Pocket 1, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,2
1,12000,400,Lajpat Nagar,Delhi,Unfurnished,Bachelors/Family,1
1,15000,70,DS 19,Delhi,Unfurnished,Bachelors/Family,1
1,18000,450,"DDA Flat AD Block, Shalimar Bagh AD Block",Delhi,Furnished,Bachelors/Family,1
2,18000,900,"Acharya Niketan, Mayur Vihar",Delhi,Unfurnished,Bachelors/Family,1
1,10000,42,Dwarka Sector 23,Delhi,Semi-Furnished,Bachelors/Family,1
1,16000,400,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1
2,20000,900,Amarpali Apartment,Delhi,Semi-Furnished,Bachelors,2
4,28000,1500,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2
1,7000,70,Palam,Delhi,Semi-Furnished,Bachelors/Family,1
2,30000,450,Sethi floor nihal vihar,Delhi,Furnished,Bachelors/Family,1
2,15000,900,Hari Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
1,8000,500,Main Ghitorni,Delhi,Unfurnished,Bachelors/Family,1
1,9000,400,Pitampura,Delhi,Unfurnished,Bachelors/Family,2
3,33500,150,Paschim Vihar Block A3,Delhi,Semi-Furnished,Bachelors,2
1,9500,450,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1
2,10000,540,"Baljit Nagar, Patel Nagar",Delhi,Unfurnished,Bachelors/Family,1
1,20000,400,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1
1,10000,450,"Chhattarpur Enclave Phase1, Chhattarpur",Delhi,Unfurnished,Bachelors/Family,1
1,15000,700,DS 19,Delhi,Unfurnished,Bachelors/Family,1
3,55000,1450,Vasant Kunj,Delhi,Furnished,Bachelors,2
2,20000,1000,Patparganj,Delhi,Semi-Furnished,Bachelors,2
2,16000,550,Saket,Delhi,Semi-Furnished,Bachelors,2
2,23000,900,"DDA Flats Block B3, Keshav Puram, Tri Nagar",Delhi,Furnished,Bachelors/Family,2
2,25000,1100,New Delhi,Delhi,Unfurnished,Bachelors/Family,2
1,9000,600,Saket,Delhi,Semi-Furnished,Bachelors,1
1,11000,450,"Manak Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,1
2,11500,550,Mayur Vihar 1,Delhi,Unfurnished,Bachelors/Family,1
3,16000,1000,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,2
3,23000,1250,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2
4,30000,1950,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors/Family,4
1,3500,25,Burari,Delhi,Unfurnished,Bachelors/Family,1
2,12100,700,Shadipur,Delhi,Unfurnished,Bachelors,1
2,19000,1800,"Naveen Shahdara, Shahdara",Delhi,Unfurnished,Bachelors,1
2,40000,1000,Greater Kailash 2,Delhi,Furnished,Bachelors/Family,2
2,8000,200,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1
3,42000,1700,Pitampura,Delhi,Semi-Furnished,Bachelors,3
3,13000,70,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,2
3,44000,1700,Pitampura,Delhi,Semi-Furnished,Bachelors,3
1,11000,450,Saket,Delhi,Semi-Furnished,Bachelors,1
3,40000,1350,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,3
2,13000,650,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2
2,17500,650,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2
3,14500,1250,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,3
3,24000,1250,Chhattarpur,Delhi,Unfurnished,Bachelors,2
3,30000,1000,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2
1,10000,500,Kalkaji,Delhi,Semi-Furnished,Bachelors/Family,1
1,10000,500,Neb Sarai,Delhi,Semi-Furnished,Bachelors/Family,1
3,90000,1550,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,3
2,32000,1150,Shalimar bagh,Delhi,Unfurnished,Bachelors,2
3,80000,2000,Sarvodaya Enclave,Delhi,Unfurnished,Bachelors/Family,3
1,5500,30,B-7 veer Singh colony Budh vihar phase 2 delhi,Delhi,Furnished,Bachelors/Family,1
1,6000,50,Mahavir Enclave Part 3,Delhi,Semi-Furnished,Bachelors,1
3,30000,1205,Dwarka Sector 5,Delhi,Furnished,Bachelors/Family,2
3,42000,1450,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,2
1,5500,200,Pusa Institutional Area,Delhi,Unfurnished,Bachelors/Family,1
2,7000,350,Raj Nagar 2,Delhi,Semi-Furnished,Bachelors/Family,2
2,10000,700,Sarojini Nagar,Delhi,Unfurnished,Bachelors,1
1,17000,400,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,1
1,18000,700,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1
2,14000,1000,"Arjun Garh, Aya Nagar",Delhi,Semi-Furnished,Bachelors,2
1,17000,450,"Paryavaran Complex, Sainik Farm",Delhi,Furnished,Bachelors/Family,1
3,27000,1200,DS 19,Delhi,Semi-Furnished,Family,2
3,25000,1200,Patparganj,Delhi,Semi-Furnished,Bachelors,2
2,23000,900,"Lajpat Nagar II, null",Delhi,Semi-Furnished,Bachelors/Family,2
2,24500,84,Paschim Vihar,Delhi,Furnished,Bachelors,2
1,10000,200,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1
2,35000,1300,Kalkaji,Delhi,Unfurnished,Bachelors,2
2,27000,1300,Aya Nagar Extension,Delhi,Furnished,Bachelors/Family,2
1,7000,200,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1
1,5000,300,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
2,5000,550,"Mohan Garden, Razapur Khurd",Delhi,Unfurnished,Bachelors/Family,1
2,12000,950,Uttam Nagar,Delhi,Semi-Furnished,Bachelors,1
2,30000,750,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors/Family,2
2,25000,950,"East End Apartments, Ph. 1ext near new Ashok nagar",Delhi,Semi-Furnished,Bachelors/Family,2
1,6000,350,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
3,45000,2000,Jangpura,Delhi,Unfurnished,Bachelors/Family,3
3,40000,180,Janakpuri,Delhi,Unfurnished,Bachelors,3
2,8500,60,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1
2,16500,950,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors,1
3,100000,1400,"Jangpura Extension, Jangpura",Delhi,Semi-Furnished,Bachelors/Family,3
3,52000,200,South Extension 1,Delhi,Unfurnished,Bachelors/Family,2
1,12500,450,Patel Nagar West,Delhi,Furnished,Bachelors/Family,1
2,14000,600,"V3s East Centre, Laxmi Nagar",Delhi,Unfurnished,Bachelors/Family,2
1,15000,350,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,1
1,5000,300,Ashok Nagar,Delhi,Furnished,Bachelors,1
2,40000,95,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors/Family,2
1,17000,550,"DDA Rose Apartments, Dwarka Sector 18B",Delhi,Furnished,Bachelors/Family,1
3,15000,900,Narela,Delhi,Furnished,Bachelors/Family,3
1,6000,25,Hari Nagar Ashram,Delhi,Semi-Furnished,Bachelors/Family,1
3,85000,325,Defence Colony,Delhi,Unfurnished,Bachelors,3
2,18000,80,Rajouri Garden,Delhi,Semi-Furnished,Bachelors/Family,2
2,7500,77,Mandawali,Delhi,Unfurnished,Bachelors/Family,1
2,10000,60,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,1
1,9000,100,"Shiva Enclave, Paschim Vihar",Delhi,Furnished,Bachelors/Family,1
3,24000,1300,Rohini Sector 22,Delhi,Semi-Furnished,Bachelors/Family,2
2,12000,500,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,2
2,10500,500,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,2
2,31000,1200,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,2
1,9000,250,"Jai laxmi Apartments, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,1
2,9000,700,Sant Nagar,Delhi,Semi-Furnished,Bachelors/Family,1
3,27000,1050,"Nalanda Apartment, Vikaspuri",Delhi,Unfurnished,Family,2
2,12500,500,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,2
2,15000,1100,Medavakkam,Chennai,Semi-Furnished,Bachelors,2
2,6500,1000,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2
3,90000,2400,"R.A Puram, Mandaiveli",Chennai,Semi-Furnished,Bachelors/Family,3
1,15000,650,Kambar Colony,Chennai,Semi-Furnished,Bachelors/Family,1
2,15000,1000,Thalambur,Chennai,Semi-Furnished,Bachelors,2
2,7600,700,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,2
3,29000,1200,Ashok Nagar,Chennai,Semi-Furnished,Bachelors,3
3,20000,1710,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,3
2,12000,600,Mangadu,Chennai,Furnished,Bachelors/Family,2
2,10500,1080,Ponmar,Chennai,Unfurnished,Bachelors/Family,2
2,29000,1300,Annanagar west,Chennai,Semi-Furnished,Bachelors/Family,2
2,26000,1027,Karapakkam,Chennai,Semi-Furnished,Bachelors,2
